,0,1
367,Don Juan - Takarazuka Revue,theater_fandoms
368,Don Juan in Soho - Marber,theater_fandoms
369,Don Karlos: Infant von Spanien | Don Carlos - Friedrich Schiller,theater_fandoms
370,Don Pasquale - Donizetti/Ruffini,theater_fandoms
371,Don Quixote (Ballet),theater_fandoms
372,Don't Stop Me - Malloy/Knight,theater_fandoms
373,Dorian Gray - Bourne,theater_fandoms
374,Dorian Gray - 김문정/이지나/조용신 | Kim Moon-jeong/Lee Gi-na/Cho Yong-shin,theater_fandoms
375,Dorms: The Musical - Sunway Theatre Club,theater_fandoms
376,どろろ - 西田 | Dororo - Nishida,theater_fandoms
377,双枰记 - 朱虹璇 & 叶紫铃 | Double Dual - Zhū Hóngxuán & Yè Zǐling,theater_fandoms
378,Dracula - Deane & Balderston,theater_fandoms
379,Dracula the Musical - Wildhorn/Black & Hampton,theater_fandoms
380,Dracula: Entre l'amour et la mort - Leclerc/Tabra/Ouzounian & Pelletier,theater_fandoms
381,Dracula: l'amour plus fort que la mort - Ouali,theater_fandoms
382,Дракон - Шварц | The Dragon - Schwartz,theater_fandoms
383,龍星 | The Dragon Star - Takarazuka Revue,theater_fandoms
384,Dralion - Cirque du Soleil,theater_fandoms
385,The Dream Engine - Steinman,theater_fandoms
386,如夢之夢 - 賴 | A Dream Like a Dream - Lai,theater_fandoms
387,红楼梦 | Dream of the Red Chamber (Opera),theater_fandoms
388,Dreamland - Miller/Tysen,theater_fandoms
389,Die Dreigroschenoper | Threepenny Opera - Brecht/Weill,theater_fandoms
390,Drinking Habits Series - Smith,theater_fandoms
391,Ett drömspel | A Dream Play - Strindberg,theater_fandoms
392,Drood - Holmes,theater_fandoms
393,Drot og marsk | King and Marshal - Heise/Richardt,theater_fandoms
394,The Drowsy Chaperone - Lambert & Morrison/Martin & McKellar,theater_fandoms
395,The Duchess of Malfi - Webster,theater_fandoms
396,Et dukkehjem | A Doll's House - Henrik Ibsen,theater_fandoms
397,The Dullahan's Chronicle - Nomads Tales & Audios,theater_fandoms
398,Dust and Ruin - Meerbach,theater_fandoms
399,Dyseheart - Eglinton,theater_fandoms
400,Dziady | Forefather's Eve - Mickiewicz,theater_fandoms
401,Eager To Lose - Erlbach,theater_fandoms
402,Eat the Rich - Alexander J. Newall,theater_fandoms
403,Eddie Izzard - Standup Routines,theater_fandoms
404,Edward II - Marlowe,theater_fandoms
405,Edward III - Shakespeare,theater_fandoms
406,Der Eierwurf von Halle: Das Musical - ZDF Magazin Royale,theater_fandoms
407,День выборов - Несчастный случай/Квартет И | Election Day - Neschastny Sluchai/Kvartet I,theater_fandoms
408,Electra - Giraudoux,theater_fandoms
409,Electra - Sophocles,theater_fandoms
410,Elf Prince Series - MasterMissyASMR,theater_fandoms
411,Elf Series | Eleutheria Saga - Jimち ASMR | JimChi ASMR,theater_fandoms
412,Elisabeth - Levay/Kunze,theater_fandoms
413,Elisabeth - Takarazuka Revue,theater_fandoms
414,Elisabeth (Színház),theater_fandoms
415,Emilia Galotti - Lessing,theater_fandoms
416,Emojiland - Harrison & Schein,theater_fandoms
417,Employees Must Wash Hands... Before Murder - Zolidis,theater_fandoms
418,甄嬛 | Empresses in the Palace (Opera),theater_fandoms
419,En Attendant Godot | Waiting for Godot - Beckett,theater_fandoms
420,End Days - Laufer,theater_fandoms
421,End of the Line - Cox/Townsley,theater_fandoms
422,Endgame - Samuel Beckett,theater_fandoms
423,Enter the Revue - Takarazuka Revue,theater_fandoms
424,Die Entführung aus dem Serail - Mozart/Stephanie & Bretzner,theater_fandoms
425,EQUAL - 팩우디/김수빈 | Equal - Woody Pak/Soovin Kim,theater_fandoms
426,Equus - Peter Shaffer,theater_fandoms
427,Ernani - Verdi/Piave,theater_fandoms
428,Ernest in Love - Takarazuka Revue,theater_fandoms
429,Estate of George Romero v. Ashley Williams - Grode & Kaufman,theater_fandoms
430,L'État de Siège | The State of Siege - Camus,theater_fandoms
431,Евгений Онегин | Eugene Onegin - Aleksandr Pushkin,theater_fandoms
432,Евгений Онегин | Eugene Onegin - All Media Types,theater_fandoms
433,Евгений Онегин | Eugene Onegin - Tchaikovsky,theater_fandoms
434,Eurydice - Ruhl,theater_fandoms
435,Evangeline - Dykstra,theater_fandoms
436,Ever After - Goldrich/Heisler,theater_fandoms
437,Everybody's Talking About Jamie - Dan Gillespie Sells/Tom MacRae,theater_fandoms
438,Everything But the Brain - Tay,theater_fandoms
439,Evil Dead: The Musical,theater_fandoms
440,Evita - Webber/Rice,theater_fandoms
441,Extinction - Rayson,theater_fandoms
442,Émilie Jolie - Chatel,theater_fandoms
443,耳洞店内 - 中央戏剧学院 | Ěr Dòng Diàn Nèi - The Central Academy of Drama,theater_fandoms
